sensor_id,timestamp,temp,pressure,humidity,vibration,voltage,current,signal_strength
89,0,18.703226303228373,999.0066440537338,49.78266173070384,0.5507544194505164,12.075917071608542,1.8979511630461172,-71.05175178282646
773,1,20.37105693369306,1012.187677036662,55.16521603726579,0.4639138304908248,11.574605208277337,1.6025781010246385,-66.25816544604565
654,2,22.816003320649564,1007.32015573191,61.70769742807357,1.0509700255841423,11.207866309398092,2.3997429355617252,-68.6480191471389
438,3,20.11504004383476,1025.2983615699352,63.45136343878,0.5023203703787291,12.616391578761956,1.381571117013622,-69.52338376442621
433,4,21.164900679096704,1025.7188263112423,58.18314906404724,-0.1153736315350144,11.90363465063765,2.04363913550762,-72.37100497422605
858,5,23.324076077589847,985.4707730384584,44.19444672966801,-0.3398178837340391,12.411841925045517,1.9662539479513896,-76.52886495978598
85,6,20.953681956396093,1028.6766412814648,36.29745290764749,0.4552776557136514,13.16113801491176,1.5088731530514992,-64.59217182659323
697,7,22.673178767306077,1003.8386614031178,53.12044011775548,-0.1903061042152428,12.334917973911432,2.097124765115444,-55.917043156800986
201,8,26.778185368058704,1016.54438297895,64.71284858709764,0.0472272350168465,12.16814947865529,1.7919608036520864,-86.04317903012235
94,9,21.489423603039008,998.9163688942506,59.496974413977426,0.5096832881963614,12.613152853612588,2.505074923939923,-87.22599933738339
526,10,25.53801342915762,1018.5670190406468,57.42033007380037,0.1385558580459715,12.40205775639465,2.3017079356481887,-79.71618548612437
975,11,23.67311020192207,1051.2702343043163,54.92973443533517,0.3085951676098503,11.3686286403549,2.0668465798905973,-73.52961521339914
735,12,17.5982740195397,1014.9074834192756,58.091018434716865,-0.7909216885443803,12.666325706153316,1.2524906688826365,-72.0981974566791
761,13,18.693588912209428,1006.1022842353046,45.059088230460816,1.3497056112206598,11.977021495660717,1.833296138247114,-68.98271578134211
717,14,19.499212350790312,1009.5175814798667,62.80201819165281,-1.106672884785142,12.770178125113498,1.8101728132299773,-69.42006597321598
786,15,19.43549524920165,990.9645506414296,63.46306458422149,0.4391977317841035,12.253523101724705,2.3636089463047263,-71.10924837153668
513,16,21.724130761679557,1034.734449292467,51.44734491656721,-0.4858406819677747,12.595775287778956,2.0538916471508832,-59.82275641446866
128,17,23.848932144245467,1017.6932466139492,59.37007630651638,1.0823460437760386,11.887193339502163,2.095069164623059,-77.406637280433
839,18,25.76047525011417,997.2615314055324,37.83450535629995,0.8837408449898644,11.241846751954048,2.3057107653713547,-62.741891616453955
450,19,22.924525266175248,997.7552256480687,56.80047915971333,-0.0020498127759394,12.281856455633466,2.4897025228427805,-54.11912761834506
500,20,20.66296133184037,1013.2292356872324,53.668747390583334,1.5547203946167285,12.48842595479622,2.437646581039985,-81.76452548915856
370,21,15.753276269110376,1026.9799309000773,67.59232906870481,-0.1873992196387847,11.721033939601444,2.163359313441447,-85.5980908053866
182,22,22.211768726252014,995.7351513689456,53.013572428149395,0.8816918893199777,11.898847350926149,1.9189506531754255,-68.51508049526349
926,23,22.077310581084973,1029.7011401280076,63.68664513380946,-0.7262308395576645,10.892324195286264,2.130481349135088,-64.82538098619365
781,24,22.543786260616873,1011.6254967206464,51.088274888174986,0.4049738075975587,11.922351391397886,1.9901026345963475,-69.71030288655581
643,25,28.31372089311,999.0413492248936,32.13899285424898,-0.932460324287454,11.374773888607056,2.2353004949304003,-87.00640823258387
402,26,25.726789638579216,1005.9846436014052,52.74463679189767,0.0194712633696128,12.25861170737622,1.8291664911338492,-83.49446541264204
822,27,24.350182754749962,1039.2283081569456,56.96757255113438,-0.0514121537398083,12.16746135091314,2.2710385233691626,-74.06432070830596
545,28,19.1137686097852,992.17679995182,56.50837503688508,0.8785588040109642,12.007100176272724,2.0134541627129288,-66.67404076741111
443,29,20.461015752409768,1002.0216056608078,56.65950505273478,-0.6707499404270815,12.66182468140627,2.1158140676496173,-72.83619332777951
450,30,21.710466179214496,1027.2887537695235,49.93545797634433,3.0733503376776574,12.120982386806107,1.6411188064421427,-68.29300029663948
227,31,19.67377862796894,1016.2468556518044,51.76272424254976,-1.3820867612121546,12.096727069625745,1.9174146809666137,-68.5178706800386
92,32,23.501393574955355,1001.1313877261292,43.73656155419467,0.2329491681403389,12.160310954662844,2.1339580055571576,-62.5508351663188
554,33,23.070726547647112,1027.4768985454723,35.03394334490847,0.2877906952392979,11.70859468805913,1.9453119110353585,-79.28665187724303
